ING_M4554,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 45-54 years (no.),9695.0,,12530.0,,,,,15703.0,,,,
ING_M55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 55 years and over (no.),9622.0,,14757.0,,,,,21736.0,,,,
ING_ERP_M,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - total (no.),103907.0,,132708.0,,,,,170417.0,,,,
ING_F014,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 0-14 years (no.),36894.0,,44855.0,,,,,55670.0,,,,
ING_F1524,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 15-24 years (no.),20371.0,,25350.0,,,,,30879.0,,,,
ING_F2534,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 25-34 years (no.),13062.0,,17776.0,,,,,23841.0,,,,
ING_F3544,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 35-44 years (no.),13029.0,,14474.0,,,,,17592.0,,,,
ING_F4554,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 45-54 years (no.),10659.0,,14226.0,,,,,17153.0,,,,
ING_F55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 55 years and over (no.),10554.0,,16296.0,,,,,24158.0,,,,
ING_ERP_F,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - total (no.),104569.0,,132977.0,,,,,169293.0,,,,
ING_P014,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 0-14 years (no.),75652.0,,92615.0,,,,,115195.0,,,,
ING_P1524,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 15-24 years (no.),41839.0,,52077.0,,,,,63584.0,,,,
ING_P2534,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 25-34 years (no.),25827.0,,35426.0,,,,,47949.0,,,,
ING_P3544,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 35-44 years (no.),24628.0,,27758.0,,,,,34232.0,,,,
ING_P4554,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 45-54 years (no.),20354.0,,26756.0,,,,,32856.0,,,,
ING_P55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 55 years and over (no.),20176.0,,31053.0,,,,,45894.0,,,,
ING_CULTID,Culture,"Identifies with tribal group, language group, clan, mission or regional group (%)",,56.3,,,,59.6,,,,,,
ING_HLTC1,Culture,Recognises an area as homelands/traditional country (%),,71.2,,,,72.6,,,,,,
ING_HLTC2,Culture,Recognises and lives in homelands/traditional country (%),,26.4,,,,29.4,,,,,,
